rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
5.0,Smell My Pumpkin,Smells much better than the Smell My Nuts candle I bought for my father in law.  Though I like both. Pumpkin is a much better smell than My Nuts.,[],B004FO2A78,B01KU4IFXO,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1416291348000,0,True
5.0,yay,happily loved by our 1 year old.  she makes funny noises at it and thinks its funny.  kids are amazing.,[],B00563XRYM,B00563XRYM,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1384912453000,0,True
4.0,ok a,mostly good just doesn't keep the coffee as hot as our old update thermos.  other than that decent.  d d,[],B001REFF62,B0C9MR8QCZ,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1384912416000,0,True
3.0,"Works, but a bit funky",It works okay. But I have to tinker with it alot. I didn't know u could take the whole thing apart and clean it. Seems to be working much better now. Customer service was helpful.,[],B00018RRRK,B0BVKBXGRG,AGCI7FAH4GL5FI65HYLKWTMFZ2CQ,1360607736000,0,True
5.0,Great Quality & Super Cute Garden Flag,Ordered this for our Holiday decorating this year. I'm going to use it for Christmas thru Valentines Day. Cute gnomes & great quality. Very vibrant colors! Also ordered a Fall/Pumpkin Gnome flag & was impressed with that too. Would Highly Recommend. Fast shipping! A+++,[],B08KVN4NS3,B08KVN4NS3,AGXVBIUFLFGMVLATYXHJYL4A5Q7Q,1607702803724,0,True
5.0,Beautiful Christmas Cookie Jar - Would highly recommend!,"I ordered this for my MIL for an early Christmas present since hers broke in storage over the season. She LOVED it, as did I. Very cute details of a deer, bird, etc. Great size. Not too big, but not too small either. LOVE the retro looking Santa. Would highly recommend! Super FAST shipping too, came 2 days earlier than expected. A+++",[],B08F4JRTFR,B08F4JRTFR,AGXVBIUFLFGMVLATYXHJYL4A5Q7Q,1607702711744,5,True
5.0,Keep ice & water cold all day! Very durable! Would buy again!,Bought this for my fiance for work. He works in the heat. Keeps his water cold for hours with Ice. Very durable. Would recommend & I would buy again.,[],B07R8JPPR6,B0BTK8X2LY,AGXVBIUFLFGMVLATYXHJYL4A5Q7Q,1570020398855,4,True
4.0,"Smaller than I thought, and not as sturdy.",This was a tad smaller than I envisioned. And part of the plastic was misshaped in the lowest ring. It's not very sturdy plasic.  I am hoping it will work for our wedding macaroon tower. I will update once our wedding has happened & I can add photos.,[],B07QLLY2F7,B07QLLY2F7,AGXVBIUFLFGMVLATYXHJYL4A5Q7Q,1570020332820,2,True
5.0,Great quality for the price,Bought these for our son's pictures on our Gallery wall. Great quality for the price!,[],B072KFKK33,B082VKT4ZZ,AGXVBIUFLFGMVLATYXHJYL4A5Q7Q,1530556810638,0,True
5.0,Five Stars,Bought this for entertaining & it's a fun piece. It's smaller than I expected though.,[],B01M5AH9PQ,B078NWLG1P,AGXVBIUFLFGMVLATYXHJYL4A5Q7Q,1530556680210,0,True
5.0,Five Stars,Love the finish of these hooks I bought for our laundry room closet!,[],B01KYCAXS2,B01KYCAXS2,AGXVBIUFLFGMVLATYXHJYL4A5Q7Q,1530556650101,0,True
5.0,Great value for the price,Bought these to replace my old towels. Great value for the price!,[],B00XK69NRW,B08P4ZJWPT,AGXVBIUFLFGMVLATYXHJYL4A5Q7Q,1530556310691,0,True
5.0,Purchased for entertaining & they work perfect for dips,"Purchased for entertaining & they work perfect for dips, olives & pickles, etc. Love the versatility of the color & size.",[],B0718WSY61,B07DNHZ4TD,AGXVBIUFLFGMVLATYXHJYL4A5Q7Q,1530556237778,1,True
5.0,Ordered for a party we had & love this item,Ordered for a party we had & love this item! I used to for muffins for a brunch & worked great! Also love its easy to fold down design which saves a TON of space to store.,[],B073Z4MJZZ,B073Z4MJZZ,AGXVBIUFLFGMVLATYXHJYL4A5Q7Q,1530556157904,1,True
5.0,Ordered this for entertaining & loved this set,Ordered this for entertaining & loved this set! The bowl was a bit smaller than I thought but still love the versatility of these items!,[],B071HXP93F,B071HXP93F,AGXVBIUFLFGMVLATYXHJYL4A5Q7Q,1530556109679,0,True
5.0,Five Stars,Worked great to hang my boots! Nice space saver!,[],B00CFN3KHK,B00CFN3KHK,AGXVBIUFLFGMVLATYXHJYL4A5Q7Q,1504010730232,0,True
5.0,It worked perfect & I used a different color for each member ...,I ordered this to store my personal DVD's that I had created from our old VHS collection. It worked perfect & I used a different color for each member of the family!,[],B00146E50U,B01NAHHIWB,AGXVBIUFLFGMVLATYXHJYL4A5Q7Q,1490877382000,1,True
5.0,This worked AMAZING to organize my socks,"This worked AMAZING to organize my socks. Very easy to put together & I didn't have to cut it to fit, but could of if needed.",[],B0134JZZ3K,B07JL8VY5F,AGXVBIUFLFGMVLATYXHJYL4A5Q7Q,1490877327000,0,True
3.0,I love the colors & systles of the mugs,"I love the colors & systles of the mugs, but they were smaller in size that I was anticipating. They are a great size for kids though. The stand was a bit cheap too, but has no problem holding them.",[],B004O39RJ4,B004O39RJ4,AGXVBIUFLFGMVLATYXHJYL4A5Q7Q,1428326035000,0,True
5.0,We love this blening system,We love this blening system! My kids make smoothies & milk shakes with it almost daily. I love making a smoothie every morning for breakfast. The 4 cups are great as everyone has their own to use. Would highly recommend. It blends ice & frozen fruit almost effortlessly.,[],B003YLEXBO,B003YLEXBO,AGXVBIUFLFGMVLATYXHJYL4A5Q7Q,1428325977000,0,True
4.0,Does the job,"I gave this 4 stars because I had to put rubber bands around the base to keep the pad from curling. If the pad were made like a fitted sheet, that would be great, otherwise no complaints. I worked great.",[],B07547PTX8,B07547PTX8,AGKHLEW2SOWHNMFQIJGBECAF7INQ,1596921069109,0,True
4.0,Puts out good steam,I gave it 4 stars because I hade to put rubber bands around the base to keep the pad from curling. Everything else is great. I wish the pad was an elastic deal that you could just put over the base like a fitted sheet.,[],B076KHQGC6,B076KHQGC6,AGKHLEW2SOWHNMFQIJGBECAF7INQ,1596920783947,2,True
5.0,Fit perfect,These work great,[],B0776QRQHX,B0776QRQHX,AGKHLEW2SOWHNMFQIJGBECAF7INQ,1596920649081,0,True
5.0,This thing is a cyclone!,"Warning...only fill your cup about a third of the way and blend or it will fly over the edge. It works great, it's quiet and easy.",[],B07QV2NGH5,B0BTK7XJ8D,AGKHLEW2SOWHNMFQIJGBECAF7INQ,1596920137505,0,True
3.0,Mine was warped.,"My pan arrived but got put away so, I didn't use it for a while. I have a smoothtop cooking surface (not gas) and the pan would twirl because it never sat flat. It was warped from day one. After using it a couple of times with nothing but frustration, we threw it away.",[],B073Q8P6CK,B077YB76J9,AGKHLEW2SOWHNMFQIJGBECAF7INQ,1588625269967,1,True
5.0,Adorable!,These are so sweet. I do wish the stopper part was a little longer in length but they work great.,[],B01HBWGU80,B01DR2ACA0,AGKHLEW2SOWHNMFQIJGBECAF7INQ,1563856156671,0,True
5.0,It peels garlic,It does the job.,[],B077MNPF15,B077MNPF15,AGKHLEW2SOWHNMFQIJGBECAF7INQ,1563856085311,0,True
4.0,Great but tiny,I wish this was a little bigger in circumference but other than that it was all I needed. I wanted white porcelain over the ceramic and that left me with few choices.,[],B06XK9GXVY,B06XKXK3V4,AGKHLEW2SOWHNMFQIJGBECAF7INQ,1563856047246,0,True
5.0,perfect for three bottles!,"It came nicely packaged, seemed like good quality for the price. I got this as a gift for someone.",[],B076F7F9K8,B0BZD6YW72,AGKHLEW2SOWHNMFQIJGBECAF7INQ,1563855930274,0,True
5.0,Five Stars,No complaints.,[],B01CTIYU60,B06Y1H3LTD,AGKHLEW2SOWHNMFQIJGBECAF7INQ,1519317219025,0,True
4.0,Does NOT come with Gold Tone filter. Brews excellent Coffee that stays hot.,"No complaints about the machine. It does brew quick, hot, good tasting coffee. The reason I selected this one was because it says it comes &#34;with&#34; the GOLD TONE filter, thus eliminating the need for paper ones but it did NOT come with one. Heavy Sigh. False advertisement/description of this item.",[],B0037ZG3DS,B0988L5494,AGKHLEW2SOWHNMFQIJGBECAF7INQ,1519316479570,1,True
5.0,Five Stars,"Best buy EVER! Once you IP, you never go back!",[],B00FLYWNYQ,B0BSPGR5T6,AGKHLEW2SOWHNMFQIJGBECAF7INQ,1504999245236,0,True
3.0,Its an ice maker.,Easy way to make ice.,[],B089LKWSMX,B089LTCK6R,AEM663T6XHZFWLODF4US2RCOCUSA,1607055506168,0,True
5.0,Always works!,I ordered bags for my PANASONIC vacuum cleaner. It's a oldie but a goodie! It's done maid work and new construction jobs. Keep it clean and filters as well.,[],B08632FQ6F,B08632FQ6F,AFE337D2J37YRU5U6MVTVKNDKWDA,1675820743747,0,True
5.0,This bed frame holds a lot of weight!,"My husband and I are both big people. He is 6ft2in, weight 450lbs.  I am 5ft 9in and 350 lbs.  We are 800lbs  of active people.  Now add 150lbs of foam<br />mattress, this is a sturdy frame.<br />We had a similar frame  for 10 yrs<br /> and some of the welds broke.  Time to replace mattress take the<br /> time to look over the frame.  It<br />works as hard as the mattress.<br />My husband has put all his long<br />rifles and scopes under the bed.  Plenty of room, to store suitcases<br />or totes or boxes.  The process of<br />putting the frame together.<br />Hardest part was getting past the<br /> packing tape.  No tools were<br />needed. Clip fit into the frame to<br />hold it together for a Cal king bed<br /> frame. Put on mattress, make the<br /> bed and sleep well, in style!",[],B00EQG6VB6,B07T32P7BQ,AFE337D2J37YRU5U6MVTVKNDKWDA,1585938997613,10,True
4.0,"Bed is Very Comfortable, for a marshmallow!","When I ordered this mattress, I thought it was a medium firm, turns out it's a medium plush!!  Be careful reading the description of the mattress.  We needed a medium firm bed due to health issues. Easier to get out of a firm bed than a marshmallow.  Even sitting on the edge of the bed, was a nightmare. Unless you planted your feet firmly on the floor you were going to slide off the mattress. Plush is nice for snuggly sleepers. We are not!  This was bed #2 in a list of 4 beds we tried out before we finally got it right.  Shopping online is nothing new, but you can't sit on the bed and feel the firmness or plush featured on your mattress. In the same breath, getting out right now under the virus threat is very scary!!  Key words for mattress purchase?  Soft, plush, medium plush or medium firm.  Trial and error even online!",[],B07BV2PTJQ,B098DXB21S,AFE337D2J37YRU5U6MVTVKNDKWDA,1585938236496,0,True
3.0,Lid open does not work,Lid will not stay attached to the lift mechanism. The step and open feature doesn't work at all,[],B07VSH8FF4,B0BDVNLWF4,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1589384276929,0,True
5.0,Nice sophisticated cover,"This is a nice duvet cover, pretty color (dark blue, slightly purpley), looks well made. Fabric is think enough to feel substantial and is smooth. I like the subtitle stripes. I don't like that the buttons where you insert a duvet are along the bottom edge and not set back a foot like my old duvet cover, but you can't really tell when it's on the bed. We use the ties in the corners to keep the duvet in place. The cover is the same size as my duvet (possibly a bit bigger, which is fine) and hangs over the mattress nicely. Nice unisex duvet cover. The shams are also nice. I'm very happy with it.",[],B07BLQBKS6,B07BLQBKS6,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1578593718612,2,True
5.0,Very waterproof,The quilting/padding is minimal but it does appear to be very waterproof so I'm happy. I bought this to protect my mattress from my puppy.,[],B076LLWCTT,B0BYZMQKTC,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1578528116305,0,True
5.0,Great sheets,"I have these sheets in two colors. They are great, very soft, hold up well after washing. This set is a very dark navy, almost black. I wash them on their own in part because they are so dark and in part because King size sheets are big! I'm really glad I got two colors.",[],B07XVD3CK5,B082P23BMP,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1578527851500,0,True
5.0,Nice quality and warm,"One side is a medium dark blue and the other is a pale greyish color.  It's very warm and fairly thick.  We keep it on our bed in the winter under the duvet and together they are VERY warm.  It's a great blanket for summer months, as a winter layer, or as a throw blanket on the couch.",[],B07374J1K4,B07374J1K4,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1578526772197,0,True
5.0,Stays very hot!,"This is the perfect size to use with a Keurig, my larger one was too tall. Great mug, stays hot for hours. This is my third Contigo mug (lost the other two) and I love it.",[],B00HZI5WXU,B0BTLNZ6SH,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1549383606215,0,True
5.0,"Keeps ingredients separate, high quality build, recommended","When I got this I immediately tested it and made a salad to store in the fridge overnight, then shook the container a bit to test how well it separated things and ate it the next day. Nothing leaked and the plate kept the greens and the toppings from mixing so nothing got soggy. It was also easy to clean. The build seems very sturdy and high quality, I would buy this again or recommend it. The silicone gasket is easy to remove, clean, and replace. The included dressing cup is a good size and did not leak, but does not have a gasket, just a cap that screws on tightly. Because the materials in this container are on the thicker side and seem very sturdy, I don't anticipate any issues with leaks.<br /><br />It's probably good for storing pasta dishes as well but it's especially good for salads because it keeps the ingredients separate. I was able to fit about 3 cups (60g) of greens which is enough for a fairly large salad! I think the manufacturer did a good job of making this large enough to fit a large, filling dish but not so large that it's hard to store or transport.  I bought this to take to my office for lunches.",[],B014FYZU9C,B082WN2KVM,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1535057989481,26,True
5.0,Great kettle!,"I haven't owned this long enough to see if it holds up over time, but so far I really love it. It heats water FAST and displays the water temperature as it heats, allowing me to guess how much time remains. It would be nice if it had a buzzer or chime when it reaches temperature, but it's not a deal breaker. The pour is slow and smooth, easy to control. I'd definitely buy it again or recommend it to a friend.",[],B005YR0F40,B0CGY43Y3P,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1494108291000,2,True
1.0,It broke!,"Editing my review because the plastic part of the handle snapped off, making the entire product useless. This grinder worked well until now so I am very disappointed. Poor design.",[],B013R3Q7B2,B013R3Q7B2,AGBFYI2DDIKXC5Y4FARTYDTQBMFQ,1494108182000,2,True
5.0,Guardian tower,"This fit my Guardian Tower air cleaner perfectly. If you keep the carbon filter changed the hepa will last longer. I have 2 Guardian, so to be able to have these on hand is great.",[],B01HILHUQ0,B01HILHUQ0,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,1671914958334,0,True
5.0,Fit perfectly,Autoship great reminder to change out,[],B003AKIGFS,B099XMH2XW,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,1664896044820,0,True
5.0,Fit perfect,Very convenient since I have 2 air cleaners. Really need to put it on an 6 month auto-ship to remind me when to change.,[],B08D7LJCXP,B0BGSKB1Y3,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,1661976376908,0,True
1.0,Not working,Only worked 1 day. So sorry I also bought 2 more for my daughter. Ordered soap recommended for it. Wanted badly for it to work as it solved battery problem,[],B08T177J2X,B08T177J2X,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,1631304623977,0,True
4.0,Better replacement lid than original corning lids that crack.,"Does the trick, won’t crack like original lid..if less wobbly would be ideal. Dishwasher safe",[],B08CZGZY3X,B08CZ7TLYF,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,1627463264715,0,True
5.0,Very nice quilted pattern,They are beautiful and well made. Just what I was searching for.,[],B01ICJ1G0S,B01ICJ1G0S,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,1626392364883,0,True
5.0,"Nice looking in room, quite, collect sooo much dust.","This is the second one of this kind I have ordered. Have had first for about 3 years. When I first ordered it I ordered two different ones. This was the favorite of the two, Filter is a breeze to change.",[],B00OLBR084,B08X9PNTPV,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,1619535870815,0,True
5.0,Sturdy,Unlike any I have ever found in stores. I like it! First saw in a Housewives of NJ kitchen😛,[],B082V5211B,B082V5211B,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,1619535525446,30,True
5.0,"Stailess, healthier than coated pans","Great little stainless steel, balanced, good weight, frying pan with lide",[],B07T5CRVKQ,B08C7JYKZH,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,1604354984073,1,True
3.0,Nice that you have many size options but You have to have a covering made for it.,Don’t know how I missed it...but this comes without any covering at all. The material holding the stuffing together you would not want to sleep on. If Amazon is going to sell these you should be able to buy a cover for it.,[],B00G2C2X0K,B00G2C2WX8,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,1563204969768,0,False
5.0,Pretty colors available,Nice thin placemats of good size. Can be used also as table doilies.,[],B07JRGZG6F,B0BYYYQ354,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,1556043611716,0,True
4.0,Nice material,"Very pretty, wish they came bigger",[],B00TW2M6YA,B01N1411P6,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,1556043475301,0,True
1.0,Branches flopped about.,"Cheaply made, Tape did not hold branches and they just flopped about and could not be shaped. A shame because white light is beautiful.",[],B077NNYT1Z,B077NNYT1Z,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,1552909357046,0,False
3.0,Spot not large enough to be usable,Don’t buy because it says 5x magnifying because it is a dime sized spot that is not even usable. I did not find that the 2x magnifying was enough for my need of detailed painting. The light was not as bright as I had hoped.,[],B07M9SWWJY,B07M9SWWJY,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,1552908393119,0,True
4.0,Love the zipper!,"The red is a deeper red rather than a bright red. Not as shiny as the polyester satin ones. Love the zipper enclosure since it’s a slippery material, the pillows won’t come out.",[],B01N6C4XJ7,B07BL41FQX,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,1542504498503,1,True
2.0,Pain to change batteries and filter.,"Pretty but not user friendly at all. To change out filter you must remove 4 tiny screws and there are more bits and pieces that come off with it. After you take apart you still need to remove cover to filter that feels so fragile your afraid to break it. Nowto get to the batteries you must first remove the filter above because it's compartment is underneath the filter. One would probably end up giving up using the filter. Then the battery compartment cap is so hard to get off as well. Be sure you buy 4 &#34;D&#34; batteries if you order it, because that is what it requires to work and does not come with any. Who buysD batteries any more!?! Youwill be doing so if you get this garbage can. It's pretty but really wanted taller and o thinner.to fit space ideally.",[],B000N5WL9U,B08GJ7XWSY,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,1531081850947,0,True
5.0,"Love mine, have had over a year","Love mine, have had over a year. Does not store water within like the Keurig brands. Can be drained fully.",[],B00XM0M1QQ,B00XM0M1QQ,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,1530895077328,0,False
5.0,Five Stars,Nice looking and versatile with a large bowl side and a small side,[],B01N3YO2KV,B07CHLML41,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,1530196066356,0,True
5.0,Five Stars,Love the darl gray color. Fit is great on a tall mattress. Well made.,[],B019J3R8E4,B019J27MFU,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,1529023844713,0,True
5.0,Five Stars,"Beauty full red color. Quality fit, fabrication and material",[],B00E4VEZ02,B00E4VEZ02,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,1529023767530,0,True
4.0,Not notibly pretty.,I purchased as a gift so will not be trying it out myself. It was weighty and solid but a small size. Not notibly pretty.,[],B06WP7BZYS,B06WP7BZYS,AEVWAM3YWN5URJVJIZZ6XPD2MKIA,1516112542463,0,True
